Lens ID,Abstract,cluster
100-758-379-277-21X,"Sao Paulo State Univ UNESP, Dept Informat Sci, Av Hygino Muzzi Filho 737, BR-17525900 Sao Paulo, Marilia, Brazil",Cluster 2
104-511-034-288-619,"A starting point for contributing to the greater good is to examine and interrogate existing knowledge organization practices that do harm, whether that harm is intentional or accidental, or an inherent and unavoidable evil. As part of the transition movement, the authors propose to inventory the manifestations and implications of the production of suffering by knowledge organization systems through constructing a taxonomy of harm. Theoretical underpinnings guide ontological commitment, as well as the recognition of the problem of harm in knowledge organization systems. The taxonomy of harm will be organized around three main questions: what happens?, who participates?, and who is affected and how? The aim is to heighten awareness of the violence that classifications and naming practices carry, to unearth some of the social conditions and motivations that contribute to and are reinforced by knowledge organization systems, and to advocate for intentional and ethical knowledge organization practices to achieve a minimal level of harm.",Cluster 0
104-626-130-571-406,"Sao Paulo State Univ, UNESP, Grad Sch Informat Sci, Av Hygino Muzzi Filho 737, BR-17525900 Marilia, SP, Brazil",Cluster 2
114-672-389-593-030,"Department of Information Science Sao Paulo State University-UNESP, Av. Hygino Mumi Filho, 737 Manila",Cluster 2
116-584-634-731-701,"Research suggests organizations across all sectors waste a significant amount of time looking for information and often fail to leverage the information they have. In response, many organizations have deployed some form of enterprise search to improve the ˜findability of information. Debates persist as to whether thesauri and manual indexing or automated machine learning techniques should be used to enhance discovery of information. In addition, the extent to which a Knowledge Organization System (KOS) enhances discoveries or indeed blinds us to new ones remains a moot point. The oil and gas industry is used as a case study using a representative organization. Drawing on prior research, a theoretical model is presented which aims to overcome the shortcomings of each approach. This synergistic model could help re-conceptualize the ˜manual versus ˜automatic debate in many enterprises, accommodating a broader range of information needs. This may enable enterprises to develop more effective information and knowledge management strategies and ease the tension between what is often perceived as mutually exclusive competing approaches. Certain aspects of the theoretical model may be transferable to other industries which is an area for further research. THE ARTICLE WAS SELECTED AS A BEST PAPER FROM THE INTERNATIONAL SOCIETY OF KNOWLEDGE ORGANIZATION (ISKO) CONFERENCE WHERE THE PAPER IS ALSO ONLINE AT: http://www.iskouk.org/content/best-both-worlds-highlighting-synergies-combining-knowledge-modelling-and-automated",Cluster 5
118-102-398-817-762,"Sao Paulo State Univ, UNESP, Grad Sch Informat Sci, Av Hygino Muzzi Filho 737, BR-17525900 Sao Paulo, Brazil",Cluster 2
119-828-100-009-826,"This article considers a particularly knotty aspect of classifying notated music: the classification of instrumental ensembles, where the term ensemblesis defined as music written for multiple players with only one player per part. Facet analysis is used to examine this area of music classification and as the basis of a model for classifying ensembles. The conceptual analysis is aided by examples drawn from two classification schemes, British Catalogue of Music Classification (BCMC) and Flexible Classification. First, this exploration reveals that there are conceptually four sub-facets for classifying instrument ensembles, and that the omission of any of these sub-facets causes issues within classification schemes. Next, the different type of relationships between pairs of these sub-facets is delineated, including hierarchical and associative relationships. The classification of ensembles is depicted in a novel way, as a series of inter-connected relationships between sub-facets. Finally, the article ascertains exactly what is being counted, including introducing potential extra sets of sub-facets pertaining to performers and hands. So, facet analysis helps to create a model for classifying instrumental ensembles which provides a novel solution to this historically problematic area of music classification, as well as suggesting a potentially generalizable new way of thinking about complex relationships between sub-facets",Cluster 7
120-767-088-360-769,"This paper gives an overview of the history, development, and structure of the electronic thesauri produced and maintained by the Getty Research Institute (GRI). We describe the evolution of the Art and Architecture Thesaurus (AAT), the Getty Thesaurus of Geographic Names (TGN), and the Union List of Artist Names (ULAN) as multilingual, cross-cultural knowledge organization systems (KOS); the factors that make them unique; and their potential, when expressed as Linked Open Data (LOD) to play a key role in the Semantic Web.",Cluster 5
122-790-951-486-150,"Graduate School of Information Science Sao Paulo State University - UNESP, Avenida Hygino Muzzi Filho, 737",Cluster 2
127-475-456-358-110,"Department of Information Science Sao Paulo State University - UNESP, Av. Hygino Muzzi Filho, 737",Cluster 2
127-655-016-585-334,"This paper proposes a preliminary classification of knowledge organization research, divided among epistemology, theory, and methodology plus three spheres of research: design, study, and critique. This work is situated in a metatheoretical framework, drawn from sociological thought. Example works are presented along with preliminary classification. The classification is then briefly described as a comparison tool which can be used to demonstrate overlap and divergence in cognate discourses of knowledge organization (such as ontology engineering).",Cluster 6
129-335-229-947-343,"The purpose of this paper is to discuss the ethical considerations of knowledge organization systems in light of children's perspectives by applying previous literature from Smiraglia's bibliocentrism (2009), Bhaba's third space theory (1994), Vygotsky's zone of proximal development (1978), and Tennis's ethical rationale (2013). Given that there is a lack of attention and consideration in knowledge organization systems for children, it is not absurd to claim that children in the knowledge organization domain tend to be treated as a marginalized user group. Where can we find children's voices in knowledge organization systems? How were these systems designed? The questions regarding the ethical considerations are discussed. This paper contributes to elevate awareness of current problems in knowledge organization systems for children and bring ethical attention to develop knowledge organization systems for children.",Cluster 6
129-504-756-103-235,"Researcher of Information Science Academic Program Sao Paulo State University-UNESP, Av. Hygino Muzzi Filho, 737",Cluster 2
130-345-560-495-003,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Av Hygino Muzzi Filho 7378, BR-17525900 Marilia, SP, Brazil",Cluster 2
136-929-137-424-66X,"Automated subject classification has been a challenging research issue for many years now, receiving particular attention in the past decade due to rapid increase of digital documents. The most frequent approach to automated classification is machine learning. It, however, requires training documents and performs well on new documents only if these are similar enough to the former. We explore a string-matching algorithm based on a controlled vocabulary, which does not require training documents--instead it reuses the intellectual work put into creating the controlled vocabulary. Terms from the Engineering Information thesaurus and classification scheme were matched against title and abstract of engineering papers from the Compendex database. Simple string-matching was enhanced by several methods such as term weighting schemes and cut-offs, exclusion of certain terms, and enrichment of the controlled vocabulary with automatically extracted terms. The best results are 76% recall when the controlled vocabulary is enriched with new terms, and 79% precision when certain terms are excluded. Precision of individual classes is up to 98%. These results are comparable to state-of-the-art machine-learning algorithms.",Cluster 0
166-898-814-966-01X,"Department of Information Science Sao Paulo State University-UNESP Graduate School of Information Science, Av. Hygino Muzzi Filho 737",Cluster 2
176-234-799-872-074,"Sao Paulo State University-UNESP Univ. Estadual Paulista Department of Information Science, Av. Hygino Muzzi Filho, 737",Cluster 2
183-733-118-359-209,To collect information with crowdsourcing is a popular method for cultural heritage institutions. User comments in free-text format are especially propagated as empowering users and their influence ...,Cluster 5
185-847-512-601-188,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.",Cluster 6
002-227-810-181-405,"<p>The article provides definitions of alphabetization and related concepts and traces its historical development and challenges, covering analog as well as digital media. It introduces basic principles as well as standards, norms, and guidelines. The function of alphabetization is considered and related to alternatives such as systematic arrangement or classification. </p>",Cluster 7
006-131-603-403-086,"<p>Cultural heritage institutions are publishing their digital collections over the web as LOD. This is is a new step in the patrimonialization and curatorial processes developed by such institutions. Many of these collections are thematically superimposed and complementary. Frequently, objects in these collections present culturally relevant relationships, such as a book about a painting, or a draft or sketch of a famous painting, etc. LOD technology enables such heritage records to be interlinked, achieving interoperability and adding value to digital collections, thus empowering heritage institutions. An aim of this research is characterizing such culturally relevant relationships and organizing them in a vocabulary. Use cases or examples of relationships between objects suggested by curators or mentioned in literature and in the conceptual models as FRBR/LRM, CIDOC CRM and RiC-CM, were collected and used as examples or inspiration of cultural relevant relationships. Relationships identified are collated and compared for identifying those with the same or similar meaning, synthesized and normalized. A set of thirty-three culturally relevant relationships are identified and formalized as a LOD property vocabulary to be used by digital curators to interlink digital collections. The results presented are provisional and a starting point to be discussed, tested, and enhanced. </p>",Cluster 7
006-920-773-223-354,"<p>The aim of this study is to analyse differences between tags on LibraryThing’s web page and tag clouds in their “LibraryThing for Libraries” service, and assess if, and how, the LibraryThing tag moderation and limitations to the size of the tag cloud in the library catalogue affect the description of the information resource. An e-mail survey was conducted with personnel at LibraryThing, and the results were compared against tags for twenty different fiction books, collected from two different library catalogues with disparate tag cloud sizes, and LibraryThing’s web page. The data were analysed using a modified version of Golder and Huberman’s tag categories (2006). The results show that while LibraryThing claims to only remove the inherently personal tags, several other types of tags are found to have been discarded as well. Occasionally a certain type of tag is included in one book, and excluded in another. The comparison between the two tag cloud sizes suggests that the larger tag clouds provide a more pronounced picture regarding the contents of the book but at the cost of an increase in the number of tags with synonymous or redundant information.</p>",Cluster 5
014-665-421-131-071,"<p>The novelty of knowledge claims in a research paper can be considered an evaluation criterion for papers to supplement citations. To provide a foundation for research evaluation from the perspective of innovativeness, we propose an automatic approach for extracting innovative ideas from the abstracts of technology and engineering papers. The approach extracts N-grams as candidates based on part-of-speech tagging and determines whether they are novel by checking the Scopus® database to determine whether they had ever been presented previously. Moreover, we discussed the distributions of innovative ideas in different abstract structures. To improve the performance by excluding noisy N-grams, a list of stop-words and a list of research description characteristics were developed. We selected abstracts of articles published from 2011 to 2017 with the topic of semantic analysis as the experimental texts. Excluding noisy N-grams, considering the distribution of innovative ideas in abstracts, and suitably combining N-grams can effectively improve the performance of automatic innovative idea extraction. Unlike co-word and co-citation analysis, innovative-idea extraction aims to identify the differences in a paper from all previously published papers. </p>",Cluster 6
019-178-979-244-511,"This paper discusses the Hornbostel-Sachs Classification of Musical Instruments. This classification system was originally designed for musical instruments and books about instruments, and was first published in German in 1914. Hornbostel-Sachs has dominated organological discourse and practice since its creation, and this article analyses the scheme’s context, background, versions and impact. The position of Hornbostel-Sachs in the history and development of instrument classification is explored. This is followed by a detailed analysis of the mechanics of the scheme, including its decimal notation, the influential broad categories of the scheme, its warrant, and its typographical layout. The version history of the scheme is outlined and the relationships between versions is visualised, including its translations, the introduction of the electrophones category, and the Musical Instruments Museums Online (MIMO) version designed for a digital environment. The reception of Hornbostel-Sachs is analysed, and its usage, criticism and impact are all considered. As well as dominating organological research and practice for over a century, it is shown that Hornbostel-Sachs also had a significant influence on the bibliographic classification of music.",Cluster 7
023-752-023-695-957,"<p>The paper traces the development of the discussion around ethical issues in artificial intelligence, and considers the way in which humans have affected the knowledge bases used in machine learning. The phenomenon of bias or discrimination in machine ethics is seen as inherited from humans, either through the use of biased data or through the semantics inherent in intellectually-built tools sourced by intelligent agents. The kind of biases observed in AI are compared with those identified in the field of knowledge organization, using religious adherents as an example of a community potentially marginalized by bias. A practical demonstration is given of apparent religious prejudice inherited from source material in a large database deployed widely in computational linguistics and automatic indexing. Methods to address the problem of bias are discussed, including the modelling of the moral process on neuroscientific understanding of brain function. The question is posed whether it is possible to model religious belief in a similar way, so that robots of the future may have both an ethical and a religious sense and themselves address the problem of prejudice. </p>",Cluster 5
025-832-836-773-820,"<p>S.R. Ranganathan is credited with the introduction of the term “facet” in the field of knowledge organization towards the middle of the twentieth century. Facets have traditionally been used to organize document collections and to express complex subjects. In the digital world, they act as filters to facilitate navigation and improve retrieval. But the popularity of the term does not mean that a definitive characterization of the concept has been established. Indeed, several conceptualizations of the facet co-exist. This article provides an overview of formal and informal definitions found in the literature of knowledge organization, followed by a discussion of four common conceptualizations of the facet: process vs product, nature vs function, object vs subject and organization vs navigation. </p>",Cluster 0
026-048-467-239-979,"<p>Remix or bricolage is recognized as a primary mode of knowledge creation in contemporary digital culture. Archival arrangement represents a form of bricolage that archivists have been practicing for years. By organizing records according to provenance, archivists engage in knowledge creation. Archival theory holds that records are created as an output from social and bureaucratic processes. Archival description, then, could serve as a form of archival record, bearing evidence of the processes of archival arrangement. Current participatory and community-based approaches to archival description urgently require an evidential record of their processes of community consultation and professional mediation. This paper examines two Canadian community-based, participatory archival projects. Project Naming, at Library and Archives Canada, draws upon Inuit community contributions to augment the often sparse and sometimes offensive descriptions of historic photos of arctic peoples. The Sex Work Database at the University of Manitoba, works with sex work activists to create and apply a tagging folksonomy to a collection of websites, organizational records and news media. Analysis of these diverse, community-based projects reveals how current approaches to description make it difficult to distinguish between professional and community contributions to arrangement and description, and proposes ways to make such contributions more apparent. </p>",Cluster 4
026-982-172-464-821,"NARCIS—National Academic Research and Collaborations Information System-- is the national research portal for the Netherlands’ data and research archiving, which is governed by its own NARCIS Classification. The current instantiation of the classification dates from 2015. The classification is currently made up of two classes—D for the sciences broadly, and E for interdisciplinary areas. The NARCIS Classification is designed specifically and with care for the contents of the NARCIS data portal. The classification mostly represents the sciences. A few anomalous situations are visible in the ontology of the classification: the humanities occupy one division within the sciences, placed between the life sciences and law; and, the treatment of interdisciplinarity, for which a separate class E is set aside for interdisciplinary sciences. A dump of the NARCIS database was used to analyze the population of the NARCIS classification. The life sciences occupy 34% of the NARCIS database. A framework for research networking systems reveals the NARCIS database and its classification most objectives, with the only lapse being the output of entities and attributes to ontologies. The NARCIS Classification is also an occupational classification. The NARCIS classification supports a vital research portal that, in turn, supports a nationally-coordinated research effort designed to provide better inter-institutional communication of scholarly productivity, thus is in itself an information institution, in which domain-dependence is part of its cultural imperative. The NARCIS Classification incorporates an example of top-down politics in which funded disciplines are included and best represented. A perhaps unintended consequence is the encapsulation of forced views. Trajectories for further discussion with regard to continued development of the NARCIS Classification include identity, interoperability, interdisciplinarity, and synthesis.",Cluster 0
030-902-854-635-052,"<p>Dr. Ingetraut Dahlberg essentially introduced and shaped the term “knowledge organization.” She also was the main engine in the founding of the scientific associations Society for Classification and International Society for Knowledge Organization as well as the journals International Classification and Knowledge Organization. In 2017, Ingetraut Dahlberg died at the age of ninety years. Some life data and scientific contributions are presented here. </p>",Cluster 3
032-050-236-233-836,"<p>In this paper, we propose an ontology building method, called human-centric faceted approach for ontology construction (HCFOC). HCFOC uses the human-centric approach, improvised with the idea of selective dissemination of information (SDI), to deal with context. Further, this ontology construction process makes use of facet analysis and an analytico-synthetic classification approach. This novel fusion contributes to the originality of HCFOC and distinguishes it from other existing ontology construction methodologies. Based on HCFOC, an ontology of the tourism domain has been designed using the Protégé-5.5.0 ontology editor. The HCFOC methodology has provided the necessary flexibility, extensibility, robustness and has facilitated the capturing of background knowledge. It models the tourism ontology in such a way that it is able to deal with the context of a tourist’s information need with precision. This is evident from the result that more than 90% of the user’s queries were successfully met. The use of domain knowledge and techniques from both library and information science and computer science has helped in the realization of the desired purpose of this ontology construction process. It is envisaged that HCFOC will have implications for ontology developers. The demonstrated tourism ontology can support any tourism information retrieval system. </p>",Cluster 0
033-950-497-342-66X,"<p>This study aims to identify the profiles of researchers in the knowledge organization domain on Google Scholar Citations (GSC) and investigate its sociological and ontological dimensions. The sociological dimension is related to GSC users who declared research interests that fall within the scope of the knowledge organization domain. The ontological dimension is based on the study of these concepts. Domain analysis was used as a methodological framework for this study. A search was conducted on GSC using keywords in order to create a list of scholars who declared the knowledge organization domain as one of their research interests in their Google Scholar Profiles (GSPs). Next, the search for GSPs of authors who had published their papers in the Knowledge Organization journal from 2000 to 2019 was conducted. The results showed that there were 379 publicly available GSPs. Analysis of the affiliated institutions showed that the majority of them were based respectively in the USA, Brazil, and then in India. The ontological dimension of the knowledge organization domain on GSC was examined by studying keywords attached to GSPs. The most frequently used keywords were identified and using network analysis five clusters that represented the main areas of interest were extracted. </p>",Cluster 6
034-374-636-579-338,"<p> Fiction content analysis and retrieval are interesting specific topics for two major reasons: 1) the extensive use of fictional works; and, 2) the multimodality and interpretational nature of fiction. The primary challenge in the analysis of fictional content is that there is no single meaning to be analysed; the analysis is an ongoing process involving an interaction between the text produced by author, the reader and the society in which the interaction occurs. Furthermore, different audiences have specific needs to be taken into consideration. This article explores the topic of fiction knowledge organization, including both classification and indexing. It provides a broad and analytical overview of the literature as well as describing several experimental approaches and developmental projects for the analysis of fictional content. Traditional fiction indexing has been mainly based on the factual aspects of the work; this has then been expanded to handle different aspects of the fictional work. There have been attempts made to develop vocabularies for fiction indexing. All the major classification schemes use the genre and language/culture of fictional works when subdividing fictional works into subclasses. The evolution of shelf classification of fiction and the appearance of different types of digital tools have revolutionized the classification of fiction, making it possible to integrate both indexing and classification of fictional works.</p>",Cluster 4
039-088-632-836-477,"<p>Through their work as instructors in a master of library science program, the authors observed a sharp increase in students’ desire to adopt the reader-interest classification approach of genrefication for their school libraries’ fiction collections. In order to better understand this trend, the researchers interviewed seven school librarians regarding their motivations for genrefying their libraries’ fiction collections; the challenges they encountered during or after the genrefication process; and any benefits they perceived as having resulted in the implementation of genrefication. The data suggest that the librarians’ interests in genrefication stem mostly from the lack of time they have to help individual students find materials, and the lack of time students are given out of the instructional day to explore the libraries’ fiction collections. The participants felt that reclassifying the library’s fiction collection by genre gave students more ownership of the fiction collection and allowed them to find materials that genuinely interested them. The significant challenges the librarians faced in the reorganization process speak to challenges regarding the ways in which librarians attempt to provide access to diverse materials for all patrons. </p>",Cluster 4
045-388-908-940-286,"<p>The lack of standardization in the production, organization and dissemination of information in documentation centers and institutions alike, as a result from the digitization of collections and their availability on the internet has called for integration efforts. The sheer availability of multimedia content has fostered the development of many distinct and, most of the time, independent metadata standards for its description. This study aims at presenting and comparing the existing standards of metadata, vocabularies and ontologies for multimedia annotation and also tries to offer a synthetic overview of its main strengths and weaknesses, aiding efforts for semantic integration and enhancing the findability of available multimedia resources on the web. We also aim at unveiling the characteristics that could, should and are perhaps not being highlighted in the characterization of multimedia resources. </p>",Cluster 5
046-376-269-492-795,"<p>Traditionally connected to philosophy, the term ontology is increasingly related to information systems areas. Some researchers consider the approaches of the two disciplinary contexts to be completely different. Others consider that, although different, they should talk to each other, as both seek to answer similar questions. With the extensive literature on this topic, we intend to contribute to the understanding of the use of the term ontology in current research and which references support this use. An exploratory study was developed with a mixed methodology and a sample collected from the Web of Science of articles published in 2018. The results show the current prevalence of computer science in studies related to ontology and also of Gruber's view suggesting ontology as kind of conceptualization, a dominant view in that field. Some researchers, particularly in the field of biomedicine, do not adhere to this dominant view but to another one that seems closer to ontological study in the philosophical context. The term ontology, in the context of information systems, appears to be consolidating with a meaning different from the original, presenting traces of the process of “metaphorization” in the transfer of the term between the two fields of study.</p>",Cluster 0
050-238-052-849-254,"<p>Knowledge organization (KO) is considered a distinctive disciplinary focus of information science, with strong connections to other intellectual domains such as philosophy, computer science, psychology, sociology, and more. Given its inherent interdisciplinarity, we ask what might a map of the physical, cultural, and intellectual geography of the KO community look like? Who is participating in this discipline’s scholarly discussion, and from what locations, both geographically and intellectually? Using the unit of authorship in the journal Knowledge Organization, where is the nexus of KO activity and what patterns of authorship can be identified? Cultural characteristics were applied as a lens to explore who is and is not participating in the international conversation about KO. World Bank GNI per capita estimates were used to compare relative wealth of countries and Hofstede’s Individualism dimension was identified as a way of understanding attributes of countries whose scholars are participating in this dialog. Descriptive statistics were generated through Excel, and data visualizations were rendered through Tableau Public and TagCrowd. The current project offers one method for examining an international and interdisciplinary field of study but also suggests potential for analyzing other interdisciplinary areas within the larger discipline of information science. </p>",Cluster 2
052-670-916-661-239,"<p>The goal of this study is to develop a taxonomy of earthquake response and recovery using online information resources for organizing and sharing earthquake-related online information resources. A constructivist/interpretivist research paradigm was used in the study. A combination of top-down and bottom-up approaches was used to build the taxonomy. Facet analysis of disaster management, the timeframe of disaster management, and modular design were performed when designing the taxonomy. Two case studies were done to demonstrate the usefulness of the taxonomy for organizing and sharing information. The facet-based taxonomy can be used to organize online information for browsing and navigation. It can also be used to index and tag online information resources to support searching. It creates a common language for earthquake management stakeholders to share knowledge. The top three level categories of the taxonomy can be applied to the management of other types of disasters. The taxonomy has implications for earthquake online information management, knowledge management and disaster management. The approach can be used to build taxonomies for managing online information resources on other topics (including various types of time-sensitive disaster responses). We propose a common language for sharing information on disasters, which has great social relevance.</p>",Cluster 5
053-719-795-895-127,"<p>Recent technological developments have increased the use of machine learning to solve many problems, including many in information retrieval. Multimedia information retrieval as a problem represents a significant challenge to machine learning as a technological solution, but some problems can still be addressed by using appropriate AI techniques. We review the technological developments and provide a perspective on the use of machine learning in conjunction with knowledge organization to address multimedia IR needs. The semantic gap in multimedia IR remains a significant problem in the field, and solutions to them are many years off. However, new technological developments allow the use of knowledge organization and machine learning in multimedia search systems and services. Specifically, we argue that, the improvement of detection of some classes of low-level features in images music and video can be used in conjunction with knowledge organization to tag or label multimedia content for better retrieval performance. We provide an overview of the use of knowledge organization schemes in machine learning and make recommendations to information professionals on the use of this technology with knowledge organization techniques to solve multimedia IR problems. We introduce a five-step process model that extracts features from multimedia objects (Step 1) from both knowledge organization (Step 1a) and machine learning (Step 1b), merging them together (Step 2) to create an index of those multimedia objects (Step 3). We also overview further steps in creating an application to utilize the multimedia objects (Step 4) and maintaining and updating the database of features on those objects (Step 5). </p>",Cluster 0
054-076-780-075-898,"<p>A work is a deliberately created informing entity intended for communication. A work consists of abstract intellectual content that is distinct from any object that is its carrier. In library and information science, the importance of the work lies squarely with the problem of information retrieval. Works are mentefacts-intellectual (or mental) constructs that serve as artifacts of the cultures in which they arise. The meaning of a work is abstract at every level, from its creator’s conception of it, to its reception and inherence by its consumers. Works are a kind of informing object and are subject to the phenomenon of instantiation, or realization over time. Research has indicated a base typology of instantiation. The problem for information retrieval is to simultaneously collocate and disambiguate large sets of instantiations. Cataloging and bibliographc tradition stipulate an alphabetico-classed arrangement of works based on an authorship principle. FRBR provided an entity-relationship schema for enhanced control of works in future catalogs, which has been incorporated into RDA. FRBRoo provides an empirically more precise model of work entities as informing objects and a schema for their representation in knowledge organization systems.</p>",Cluster 0
057-197-413-657-247,"<p>This article builds on our previous work, when we critically analyzed some aspects of the research evaluation system valid in the Czech Republic until 2017. This article also focuses on the evaluation of articles in journals with IF, but develops the relationship between so-called RIV-points allocated by the system and the amount of work done, using different models of work distribution. The results generally support the conclusions of the original study. </p>",Cluster 6
061-894-521-034-918,"<p>Despite having the principle of provenance as its guiding element, the archival knowledge organization still prescinds, for conceptual purposes, of greater clarity of its object-the archival knowledge-a fundamental aspect for the sedimentation of the archival studies and of its discursive community in the scope of KO. This article aims to define a conceptual framework to archival knowledge by using Dahlberg’s concept theory. In this vein, it established the nominal concept or definiendum-archival knowledge-seeking to analyze its real definition, composed by three inseparable definiens: the concept of fonds, the knowledge of documentary form and the knowledge of document creation context. At the end, it demonstrates that archival knowledge can be defined as being a reunion of three indivisible facets in which the archival bond will be contemplated. </p>",Cluster 0
066-162-924-625-788,"<p>The modern classification of mathematical subjects occurred within the larger framework of library classification, a project receiving sustained attention in the period from 1870 to the present. The early work of the library cataloguers was carried out against the background of a broad nineteenth-century interest in the classification of knowledge. We explore different views during this period concerning the position of mathematics in the overall scheme of knowledge, the scope of mathematics and the internal organization of the different parts of mathematics. We examine how mathematical books were classified, from the most general level down to the level of particular subject areas in analysis. The focus is on the Library of Congress Classification in its various iterations from 1905 to the present. The article ends with an examination of the Mathematics Subject Classification Scheme employed today by reviewing services Mathematical Reviews in the United States and Zentralblatt in Germany. </p>",Cluster 4
066-382-980-653-77X,"<p>Charles Peirce’s classification of the sciences was designed shortly after the turn of the twentieth century. The classification has two main sources of inspiration: Comte’s science classification and Kant’s theoretical philosophy. Peirce’s classification, like that of Comte, is hierarchically organised in that the more general and abstract sciences provide principles for the less general and more concrete sciences. However, Peirce includes and assigns a superordinate role to philosophical disciplines which analyse and provide logical, methodological and ontological principles for the specialised sciences, and which are based on everyday life experience. Moreover, Peirce recognises two main branches of specialised empirical science: the natural sciences, on the one hand, and the social sciences, the humanities and psychology on the other. While both branches share logical and methodological principles, they are based on different ontological principles in studying physical nature and the human mind and its products, respectively. Peirce’s most basic philosophical discipline, phenomenology, transforms his early engagement with Kant. Peirce’s classification of aesthetics, ethics and logic as normative sub-disciplines of philosophy relate to his philosophical pragmatism. Yet his more overarching division between theoretical (philosophical and specialised) sciences and practical sciences may be seen as problematic. Taking Peirce’s historical account of scientific developments into consideration, however, I argue that his science classification and its emphasis on the interdependencies between the sciences could be seen as sustaining and supporting interdisciplinarity and interaction across fields of research, even across the divide between theoretical and practical sciences. </p>",Cluster 0
071-572-690-596-47X,"<p>The aims of this article are, first, to provide a necessary background to investigate the discipline of history from the knowledge organization (KO) perspective, and secondly, to present, on selected examples, a way of analyzing knowledge organization systems (KOSs) from the point of view of the theory of history. The study includes a literature review and epistemological analysis. It provides a preliminary analysis of history in two selected universal Polish KOSs: KABA subject headings and the National Library of Poland Descriptors. The research is restricted to the high-level concept of historiographical metaphors coined by Wojciech Wrzosek and how they can be utilized in analyzing KOSs. The analysis of the structure of the KOSs and indexing practices of selected history books is performed. A particular emphasis is placed upon the requirements of classical and non-classical historiography in the context of KO. Although the knowledge about historiographical metaphors given by Wrzosek can be helpful for the analysis and improvement of KOSs, it seems that their broad character can provide the creators only with some general guidelines. Historical research is multidimensional, which is why the general remarks presented in this article need to be supplemented with in-depth theoretical and empirical analyses of historiography.</p>",Cluster 0
072-088-802-348-051,"<p>Interoperability refers to the ability of two or more systems or components to exchange information and to use the information that has been exchanged. This article presents the major viewpoints of interoperability, with the focus on semantic interoperability. It discusses the approaches to achieving interoperability as demonstrated in standards and best practices, projects, and products in the broad domain of knowledge organization.  </p>",Cluster 6
073-054-463-858-866,"<p>The knowledge organization systems (KOS) in use at libraries are social constructs that were conceived in the Euro-American context to organize and retrieve Western knowledge materials. As social constructs of the West, the effectiveness of library KOSs is limited when it comes to organization and retrieval of non-Western knowledge materials. How can librarians respond if asked to make non-Western knowledge materials as accessible as Western materials in their libraries? The accessibility of Western and non-Western knowledge materials in libraries need not be an either-or proposition. By way of a case study, a practical way forward is presented by which librarians can use their professional agency and existing digital technologies to exercise social justice. More specifically I demonstrate the design and development of a specialized KOS that enriches digital collections with hypertext features to enhance the accessibility of non-Western knowledge materials in libraries. </p>",Cluster 5
074-632-781-234-90X,"<p>“Discipline” is commonly used to denote particular areas of knowledge, research and education. Yet, the concept is often not very well defined or even explicitly discussed when used in knowledge organisation and related fields. The aim of this article is to encourage and facilitate further reflections on academic disciplines, while at the same time offering insights on how this elusive concept might be understood. An overarching argument is that “discipline” should foremost be understood in relation to institutional and organisational features, and this is what distinguishes it from related terms such as, field, domain or topic. The etymology and history of the concept are reviewed along with a discussion of attempts to define and conceptualise disciplines. Insights are offered on how disciplines might be studied. Regardless of our views of disciplines, either as inherently out-dated constructs or as important features of a well-functioning academia, it is concluded that further precision or care in explicating the concept is needed. </p>",Cluster 6
076-147-310-562-230,"<p>We present an overview of Nomenclature’s history, characteristics, structure, use, management, development process, limitations, and future. Nomenclature for Museum Cataloging is a bilingual (English/French) structured and controlled list of object terms organized in a classification system to provide a basis for indexing and cataloging collections of human-made objects. It includes illustrations and bibliographic references as well as a user guide. It is used in the creation and management of object records in human history collections within museums and other organizations, and it focuses on objects relevant to North American history and culture. First published in 1978, Nomenclature is the most extensively used museum classification and controlled vocabulary for historical and ethnological collections in North America and represents thereby a de facto standard in the field. An online reference version of Nomenclature was made available in 2018, and it will be available under open license in 2020. </p>",Cluster 7
076-823-648-953-459,"<p>The areas of knowledge are organized around the identification of their terms of reference and the relationships established between them. This is the rational basis of -among others- the methodology for the development of knowledge organization systems. The authority from which to select, evaluate or revise the terminology of these systems is established in relation to any of the twenty-one warrants (literary, cultural, etc.) that have been proposed and studied unequally and autonomously in the literature of the area. This paper intends to introduce initial notes and comments to advance towards an overall conception of the warrant notion. For this purpose, the expression “warrant” is studied as a word of the general language as well as a term of specialized languages. Then, the scope of application of the warrants is established. Next, each warrant is placed in one of the approaches proposed by Hjørland to categorize theories and methods (empiricism, rationalism, historicism and pragmatism). From the above, some lines of research problems are identified. A typological table that includes data on all the warrants established until now is proposed, and the first conclusions are drawn. </p>",Cluster 6
