,Lens ID,Document Case,Abstract,Abstract_trim_2_string
282,100-423-835-468-358,Test Case,"Creative professionals in advertising, marketing, design and journalism search for images to visually represent a concept for their project. The main purpose of this paper is to present search facets derived from an analysis of documents known as briefs, which are widely used in creative industries as requirement documents describing information needs. The briefs specify the type of image required, such as the content and context of use for the image and represent the topic from which the searcher builds an image query. We take three main sources—user image search behaviour, briefs, and image search engine search facets to examine the search facets for image searching in order to examine the following research question—are search facet schemes for image search engines sufficient for user needs, or is revision needed? We found that there are three main classes of user search facet, which include business, contextual and image related information. The key argument in the paper is that the facet “keyword/tag” is ambiguous and does not support user needs for more generic descriptions to broaden search or specific descriptions to narrow their search — we suggest that a more detailed search facet scheme would be appropriate.",creativ profession advertis market design journal search imag visual repres concept project main purpos search facet deriv analysi document known brief wide use creativ industri requir document describ brief specifi type imag requir content context use imag repres topic searcher build imag queri take main sourc imag search behaviour brief imag search engin search facet examin search facet imag search order examin follow research question search facet scheme imag search engin suffici revis found main class search facet busi contextu imag relat key argument facet keyword tag ambigu support gener descript broaden search specif descript narrow search suggest detail search facet scheme appropri
283,100-758-379-277-21X,Train Case,"Sao Paulo State Univ UNESP, Dept Informat Sci, Av Hygino Muzzi Filho 737, BR-17525900 Sao Paulo, Marilia, Brazil",sao paulo state univ unesp dept informat sci hygino muzzi filho 17525900 sao paulo marilia brazil
284,104-511-034-288-619,Train Case,"A starting point for contributing to the greater good is to examine and interrogate existing knowledge organization practices that do harm, whether that harm is intentional or accidental, or an inherent and unavoidable evil. As part of the transition movement, the authors propose to inventory the manifestations and implications of the production of suffering by knowledge organization systems through constructing a taxonomy of harm. Theoretical underpinnings guide ontological commitment, as well as the recognition of the problem of harm in knowledge organization systems. The taxonomy of harm will be organized around three main questions: what happens?, who participates?, and who is affected and how? The aim is to heighten awareness of the violence that classifications and naming practices carry, to unearth some of the social conditions and motivations that contribute to and are reinforced by knowledge organization systems, and to advocate for intentional and ethical knowledge organization practices to achieve a minimal level of harm.",start contribut greater examin interrog exist practic harm whether harm intent accident inher unavoid evil transit movement propos inventori manifest implic product suffer system construct taxonomi harm theoret underpin guid ontolog commit recognit problem harm system taxonomi harm around main question happen particip affect aim heighten awar violenc name practic carri unearth social condit motiv contribut reinforc system advoc intent ethic practic achiev minim level harm
285,104-626-130-571-406,Train Case,"Sao Paulo State Univ, UNESP, Grad Sch Informat Sci, Av Hygino Muzzi Filho 737, BR-17525900 Marilia, SP, Brazil",sao paulo state univ unesp grad informat sci hygino muzzi filho 17525900 marilia brazil
286,114-672-389-593-030,Train Case,"Department of Information Science Sao Paulo State University-UNESP, Av. Hygino Mumi Filho, 737 Manila",depart sao paulo state univers unesp hygino mumi filho manila
287,116-584-634-731-701,Train Case,"Research suggests organizations across all sectors waste a significant amount of time looking for information and often fail to leverage the information they have. In response, many organizations have deployed some form of enterprise search to improve the ˜findability of information. Debates persist as to whether thesauri and manual indexing or automated machine learning techniques should be used to enhance discovery of information. In addition, the extent to which a Knowledge Organization System (KOS) enhances discoveries or indeed blinds us to new ones remains a moot point. The oil and gas industry is used as a case study using a representative organization. Drawing on prior research, a theoretical model is presented which aims to overcome the shortcomings of each approach. This synergistic model could help re-conceptualize the ˜manual versus ˜automatic debate in many enterprises, accommodating a broader range of information needs. This may enable enterprises to develop more effective information and knowledge management strategies and ease the tension between what is often perceived as mutually exclusive competing approaches. Certain aspects of the theoretical model may be transferable to other industries which is an area for further research. THE ARTICLE WAS SELECTED AS A BEST PAPER FROM THE INTERNATIONAL SOCIETY OF KNOWLEDGE ORGANIZATION (ISKO) CONFERENCE WHERE THE PAPER IS ALSO ONLINE AT: http://www.iskouk.org/content/best-both-worlds-highlighting-synergies-combining-knowledge-modelling-and-automated",research suggest across sector wast signific amount time look often fail leverag respons mani deploy form enterpris search improv findabl debat persist whether thesauri manual autom machin learn techniqu use enhanc discoveri addit extent system enhanc discoveri inde blind new remain moot industri use case use repres draw prior research theoret model aim overcom shortcom synergist model could help conceptu manual versu automat debat mani enterpris accommod broader rang enabl enterpris effect manag strategi tension often perceiv mutual exclus compet certain aspect theoret model transfer industri area research articl select best intern societi isko confer onlin iskouk content best world highlight synergi combin model autom
288,118-102-398-817-762,Test Case,"Sao Paulo State Univ, UNESP, Grad Sch Informat Sci, Av Hygino Muzzi Filho 737, BR-17525900 Sao Paulo, Brazil",sao paulo state univ unesp grad informat sci hygino muzzi filho 17525900 sao paulo brazil
289,119-828-100-009-826,Train Case,"This article considers a particularly knotty aspect of classifying notated music: the classification of instrumental ensembles, where the term ensemblesis defined as music written for multiple players with only one player per part. Facet analysis is used to examine this area of music classification and as the basis of a model for classifying ensembles. The conceptual analysis is aided by examples drawn from two classification schemes, British Catalogue of Music Classification (BCMC) and Flexible Classification. First, this exploration reveals that there are conceptually four sub-facets for classifying instrument ensembles, and that the omission of any of these sub-facets causes issues within classification schemes. Next, the different type of relationships between pairs of these sub-facets is delineated, including hierarchical and associative relationships. The classification of ensembles is depicted in a novel way, as a series of inter-connected relationships between sub-facets. Finally, the article ascertains exactly what is being counted, including introducing potential extra sets of sub-facets pertaining to performers and hands. So, facet analysis helps to create a model for classifying instrumental ensembles which provides a novel solution to this historically problematic area of music classification, as well as suggesting a potentially generalizable new way of thinking about complex relationships between sub-facets",articl consid particularli knotti aspect classifi notat music instrument ensembl ensemblesi defin music written multipl player player facet analysi use examin area music basi model classifi ensembl conceptu analysi aid exampl drawn scheme british catalogu music bcmc flexibl first explor reveal conceptu facet classifi instrument ensembl omiss facet caus issu scheme next type relationship pair facet delin hierarch associ relationship ensembl depict novel seri inter connect relationship facet final articl ascertain exactli count introduc potenti extra set facet pertain perform hand facet analysi help creat model classifi instrument ensembl novel solut histor problemat area music suggest potenti generaliz new think complex relationship facet
290,120-767-088-360-769,Train Case,"This paper gives an overview of the history, development, and structure of the electronic thesauri produced and maintained by the Getty Research Institute (GRI). We describe the evolution of the Art and Architecture Thesaurus (AAT), the Getty Thesaurus of Geographic Names (TGN), and the Union List of Artist Names (ULAN) as multilingual, cross-cultural knowledge organization systems (KOS); the factors that make them unique; and their potential, when expressed as Linked Open Data (LOD) to play a key role in the Semantic Web.",give overview histori structur electron thesauri produc maintain getti research institut describ evolut art architectur thesauru getti thesauru geograph name union list artist name ulan multilingu cross cultur system factor make uniqu potenti express link open data lod play key role semant web
291,122-790-951-486-150,Train Case,"Graduate School of Information Science Sao Paulo State University - UNESP, Avenida Hygino Muzzi Filho, 737",graduat school sao paulo state univers unesp avenida hygino muzzi filho
292,127-475-456-358-110,Train Case,"Department of Information Science Sao Paulo State University - UNESP, Av. Hygino Muzzi Filho, 737",depart sao paulo state univers unesp hygino muzzi filho
293,127-655-016-585-334,Train Case,"This paper proposes a preliminary classification of knowledge organization research, divided among epistemology, theory, and methodology plus three spheres of research: design, study, and critique. This work is situated in a metatheoretical framework, drawn from sociological thought. Example works are presented along with preliminary classification. The classification is then briefly described as a comparison tool which can be used to demonstrate overlap and divergence in cognate discourses of knowledge organization (such as ontology engineering).",propos preliminari research divid among epistemolog theori methodolog plu sphere research design critiqu situat metatheoret framework drawn sociolog thought exampl along preliminari briefli describ comparison tool use demonstr overlap diverg cognat discours ontolog engin
294,129-335-229-947-343,Train Case,"The purpose of this paper is to discuss the ethical considerations of knowledge organization systems in light of children's perspectives by applying previous literature from Smiraglia's bibliocentrism (2009), Bhaba's third space theory (1994), Vygotsky's zone of proximal development (1978), and Tennis's ethical rationale (2013). Given that there is a lack of attention and consideration in knowledge organization systems for children, it is not absurd to claim that children in the knowledge organization domain tend to be treated as a marginalized user group. Where can we find children's voices in knowledge organization systems? How were these systems designed? The questions regarding the ethical considerations are discussed. This paper contributes to elevate awareness of current problems in knowledge organization systems for children and bring ethical attention to develop knowledge organization systems for children.",purpos discuss ethic consider system light children perspect appli previou literatur smiraglia bibliocentr 2009 bhaba third space theori 1994 vygotski zone proxim 1978 tenni ethic rational 2013 given lack attent consider system children absurd claim children domain tend treat margin group find children voic system system design question regard ethic consider discuss contribut elev awar current problem system children bring ethic attent system children
295,129-504-756-103-235,Train Case,"Researcher of Information Science Academic Program Sao Paulo State University-UNESP, Av. Hygino Muzzi Filho, 737",research academ program sao paulo state univers unesp hygino muzzi filho
296,130-345-560-495-003,Train Case,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Av Hygino Muzzi Filho 7378, BR-17525900 Marilia, SP, Brazil",sao paulo state univ unesp grad informat sci hygino muzzi filho 7378 17525900 marilia brazil
297,136-929-137-424-66X,Train Case,"Automated subject classification has been a challenging research issue for many years now, receiving particular attention in the past decade due to rapid increase of digital documents. The most frequent approach to automated classification is machine learning. It, however, requires training documents and performs well on new documents only if these are similar enough to the former. We explore a string-matching algorithm based on a controlled vocabulary, which does not require training documents--instead it reuses the intellectual work put into creating the controlled vocabulary. Terms from the Engineering Information thesaurus and classification scheme were matched against title and abstract of engineering papers from the Compendex database. Simple string-matching was enhanced by several methods such as term weighting schemes and cut-offs, exclusion of certain terms, and enrichment of the controlled vocabulary with automatically extracted terms. The best results are 76% recall when the controlled vocabulary is enriched with new terms, and 79% precision when certain terms are excluded. Precision of individual classes is up to 98%. These results are comparable to state-of-the-art machine-learning algorithms.",autom challeng research issu mani year receiv particular attent past decad due rapid increas digit document frequent autom machin learn howev requir train document perform new document similar enough former explor string match algorithm control vocabulari requir train document instead reus intellectu creat control vocabulari engin thesauru scheme match titl abstract engin compendex databas simpl string match enhanc sever method weight scheme cut exclus certain enrich control vocabulari automat extract best result recal control vocabulari enrich new 79 precis certain exclud precis individu class 98 result compar state art machin learn algorithm
298,166-898-814-966-01X,Train Case,"Department of Information Science Sao Paulo State University-UNESP Graduate School of Information Science, Av. Hygino Muzzi Filho 737",depart sao paulo state univers unesp graduat school hygino muzzi filho
299,176-234-799-872-074,Train Case,"Sao Paulo State University-UNESP Univ. Estadual Paulista Department of Information Science, Av. Hygino Muzzi Filho, 737",sao paulo state univers unesp univ estadu paulista depart hygino muzzi filho
300,183-733-118-359-209,Train Case,To collect information with crowdsourcing is a popular method for cultural heritage institutions. User comments in free-text format are especially propagated as empowering users and their influence ...,collect crowdsourc popular method cultur heritag institut comment free text format especi propag empow influenc
301,185-847-512-601-188,Train Case,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.",analyt devic domain analysi claim domain analysi cumul transfer definit domain must written establish definit axe consid area modul degre special axe serv analyt devic domain analyst delin domain analysi
302,002-227-810-181-405,Train Case,"<p>The article provides definitions of alphabetization and related concepts and traces its historical development and challenges, covering analog as well as digital media. It introduces basic principles as well as standards, norms, and guidelines. The function of alphabetization is considered and related to alternatives such as systematic arrangement or classification. </p>",articl definit alphabet relat concept trace histor challeng cover analog digit media introduc basic principl standard norm guidelin function alphabet consid relat altern systemat arrang
303,006-131-603-403-086,Test Case,"<p>Cultural heritage institutions are publishing their digital collections over the web as LOD. This is is a new step in the patrimonialization and curatorial processes developed by such institutions. Many of these collections are thematically superimposed and complementary. Frequently, objects in these collections present culturally relevant relationships, such as a book about a painting, or a draft or sketch of a famous painting, etc. LOD technology enables such heritage records to be interlinked, achieving interoperability and adding value to digital collections, thus empowering heritage institutions. An aim of this research is characterizing such culturally relevant relationships and organizing them in a vocabulary. Use cases or examples of relationships between objects suggested by curators or mentioned in literature and in the conceptual models as FRBR/LRM, CIDOC CRM and RiC-CM, were collected and used as examples or inspiration of cultural relevant relationships. Relationships identified are collated and compared for identifying those with the same or similar meaning, synthesized and normalized. A set of thirty-three culturally relevant relationships are identified and formalized as a LOD property vocabulary to be used by digital curators to interlink digital collections. The results presented are provisional and a starting point to be discussed, tested, and enhanced. </p>",cultur heritag institut publish digit collect web lod new step patrimoni curatori process institut mani collect themat superimpos complementari frequent object collect cultur relev relationship book paint draft sketch famou paint lod technolog enabl heritag record interlink achiev interoper ad valu digit collect empow heritag institut aim research character cultur relev relationship vocabulari use case exampl relationship object suggest curat mention literatur conceptu model cidoc crm collect use exampl inspir cultur relev relationship relationship identifi compar identifi similar mean synthes normal thirti cultur relev relationship identifi formal lod properti vocabulari use digit curat interlink digit collect result provision start discuss test enhanc
304,006-920-773-223-354,Train Case,"<p>The aim of this study is to analyse differences between tags on LibraryThing’s web page and tag clouds in their “LibraryThing for Libraries” service, and assess if, and how, the LibraryThing tag moderation and limitations to the size of the tag cloud in the library catalogue affect the description of the information resource. An e-mail survey was conducted with personnel at LibraryThing, and the results were compared against tags for twenty different fiction books, collected from two different library catalogues with disparate tag cloud sizes, and LibraryThing’s web page. The data were analysed using a modified version of Golder and Huberman’s tag categories (2006). The results show that while LibraryThing claims to only remove the inherently personal tags, several other types of tags are found to have been discarded as well. Occasionally a certain type of tag is included in one book, and excluded in another. The comparison between the two tag cloud sizes suggests that the larger tag clouds provide a more pronounced picture regarding the contents of the book but at the cost of an increase in the number of tags with synonymous or redundant information.</p>",aim analys tag libraryth web page tag cloud libraryth servic assess libraryth tag moder limit size tag cloud catalogu affect descript resourc mail survey conduct personnel libraryth result compar tag twenti fiction book collect catalogu dispar tag cloud size libraryth web page data analys use modifi version golder huberman tag categori 2006 result show libraryth claim remov inher person tag sever type tag found discard occasion certain type tag book exclud anoth comparison tag cloud size suggest larger tag cloud pronounc pictur regard content book cost increas number tag synonym redund
305,014-665-421-131-071,Train Case,"<p>The novelty of knowledge claims in a research paper can be considered an evaluation criterion for papers to supplement citations. To provide a foundation for research evaluation from the perspective of innovativeness, we propose an automatic approach for extracting innovative ideas from the abstracts of technology and engineering papers. The approach extracts N-grams as candidates based on part-of-speech tagging and determines whether they are novel by checking the Scopus® database to determine whether they had ever been presented previously. Moreover, we discussed the distributions of innovative ideas in different abstract structures. To improve the performance by excluding noisy N-grams, a list of stop-words and a list of research description characteristics were developed. We selected abstracts of articles published from 2011 to 2017 with the topic of semantic analysis as the experimental texts. Excluding noisy N-grams, considering the distribution of innovative ideas in abstracts, and suitably combining N-grams can effectively improve the performance of automatic innovative idea extraction. Unlike co-word and co-citation analysis, innovative-idea extraction aims to identify the differences in a paper from all previously published papers. </p>",novelti claim research consid evalu criterion supplement citat foundat research evalu perspect innov propos automat extract innov idea abstract technolog engin extract gram candid speech tag determin whether novel check scopu databas determin whether ever previous moreov discuss distribut innov idea abstract structur improv perform exclud noisi gram list word list research descript characterist select abstract articl publish 2011 2017 topic semant analysi experiment text exclud noisi gram consid distribut innov idea abstract suitabl combin gram effect improv perform automat innov idea extract word citat analysi innov idea extract aim identifi previous publish
306,019-178-979-244-511,Train Case,"This paper discusses the Hornbostel-Sachs Classification of Musical Instruments. This classification system was originally designed for musical instruments and books about instruments, and was first published in German in 1914. Hornbostel-Sachs has dominated organological discourse and practice since its creation, and this article analyses the scheme’s context, background, versions and impact. The position of Hornbostel-Sachs in the history and development of instrument classification is explored. This is followed by a detailed analysis of the mechanics of the scheme, including its decimal notation, the influential broad categories of the scheme, its warrant, and its typographical layout. The version history of the scheme is outlined and the relationships between versions is visualised, including its translations, the introduction of the electrophones category, and the Musical Instruments Museums Online (MIMO) version designed for a digital environment. The reception of Hornbostel-Sachs is analysed, and its usage, criticism and impact are all considered. As well as dominating organological research and practice for over a century, it is shown that Hornbostel-Sachs also had a significant influence on the bibliographic classification of music.",discuss hornbostel sach music instrument system origin design music instrument book instrument first publish german 1914 hornbostel sach domin organolog discours practic sinc creation articl analys scheme context background version impact posit hornbostel sach histori instrument explor follow detail analysi mechan scheme decim notat influenti broad categori scheme warrant typograph layout version histori scheme outlin relationship version visualis translat introduct electrophon categori music instrument museum onlin mimo version design digit environ recept hornbostel sach analys usag critic impact consid domin organolog research practic centuri shown hornbostel sach signific influenc bibliograph music
307,023-752-023-695-957,Train Case,"<p>The paper traces the development of the discussion around ethical issues in artificial intelligence, and considers the way in which humans have affected the knowledge bases used in machine learning. The phenomenon of bias or discrimination in machine ethics is seen as inherited from humans, either through the use of biased data or through the semantics inherent in intellectually-built tools sourced by intelligent agents. The kind of biases observed in AI are compared with those identified in the field of knowledge organization, using religious adherents as an example of a community potentially marginalized by bias. A practical demonstration is given of apparent religious prejudice inherited from source material in a large database deployed widely in computational linguistics and automatic indexing. Methods to address the problem of bias are discussed, including the modelling of the moral process on neuroscientific understanding of brain function. The question is posed whether it is possible to model religious belief in a similar way, so that robots of the future may have both an ethical and a religious sense and themselves address the problem of prejudice. </p>",trace discuss around ethic issu artifici intellig consid human affect use machin learn phenomenon discrimin machin ethic seen inherit human either use bias data semant inher intellectu built tool sourc intellig agent kind bias observ ai compar identifi use religi adher exampl commun potenti margin practic demonstr given appar religi prejudic inherit sourc materi larg databas deploy wide comput linguist automat method address problem discuss model moral process neuroscientif understand brain function question pose whether possibl model religi belief similar robot futur ethic religi sens address problem prejudic
308,025-832-836-773-820,Train Case,"<p>S.R. Ranganathan is credited with the introduction of the term “facet” in the field of knowledge organization towards the middle of the twentieth century. Facets have traditionally been used to organize document collections and to express complex subjects. In the digital world, they act as filters to facilitate navigation and improve retrieval. But the popularity of the term does not mean that a definitive characterization of the concept has been established. Indeed, several conceptualizations of the facet co-exist. This article provides an overview of formal and informal definitions found in the literature of knowledge organization, followed by a discussion of four common conceptualizations of the facet: process vs product, nature vs function, object vs subject and organization vs navigation. </p>",ranganathan credit introduct facet toward middl twentieth centuri facet tradit use document collect express complex digit world act filter facilit navig improv retriev popular mean definit character concept establish inde sever conceptu facet exist articl overview formal definit found literatur follow discuss common conceptu facet process product natur function object navig
309,026-048-467-239-979,Train Case,"<p>Remix or bricolage is recognized as a primary mode of knowledge creation in contemporary digital culture. Archival arrangement represents a form of bricolage that archivists have been practicing for years. By organizing records according to provenance, archivists engage in knowledge creation. Archival theory holds that records are created as an output from social and bureaucratic processes. Archival description, then, could serve as a form of archival record, bearing evidence of the processes of archival arrangement. Current participatory and community-based approaches to archival description urgently require an evidential record of their processes of community consultation and professional mediation. This paper examines two Canadian community-based, participatory archival projects. Project Naming, at Library and Archives Canada, draws upon Inuit community contributions to augment the often sparse and sometimes offensive descriptions of historic photos of arctic peoples. The Sex Work Database at the University of Manitoba, works with sex work activists to create and apply a tagging folksonomy to a collection of websites, organizational records and news media. Analysis of these diverse, community-based projects reveals how current approaches to description make it difficult to distinguish between professional and community contributions to arrangement and description, and proposes ways to make such contributions more apparent. </p>",remix bricolag recogn primari mode creation contemporari digit cultur archiv arrang repres form bricolag archivist practic year record accord proven archivist engag creation archiv theori hold record creat output social bureaucrat process archiv descript could serv form archiv record bear evid process archiv arrang current participatori commun archiv descript urgent requir evidenti record process commun consult profession mediat examin canadian commun participatori archiv project project name archiv canada draw upon inuit commun contribut augment often spars sometim offens descript histor photo arctic peopl sex databas univers manitoba sex activist creat appli tag folksonomi collect websit organiz record news media analysi divers commun project reveal current descript make difficult distinguish profession commun contribut arrang descript propos make contribut appar
310,026-982-172-464-821,Train Case,"NARCIS—National Academic Research and Collaborations Information System-- is the national research portal for the Netherlands’ data and research archiving, which is governed by its own NARCIS Classification. The current instantiation of the classification dates from 2015. The classification is currently made up of two classes—D for the sciences broadly, and E for interdisciplinary areas. The NARCIS Classification is designed specifically and with care for the contents of the NARCIS data portal. The classification mostly represents the sciences. A few anomalous situations are visible in the ontology of the classification: the humanities occupy one division within the sciences, placed between the life sciences and law; and, the treatment of interdisciplinarity, for which a separate class E is set aside for interdisciplinary sciences. A dump of the NARCIS database was used to analyze the population of the NARCIS classification. The life sciences occupy 34% of the NARCIS database. A framework for research networking systems reveals the NARCIS database and its classification most objectives, with the only lapse being the output of entities and attributes to ontologies. The NARCIS Classification is also an occupational classification. The NARCIS classification supports a vital research portal that, in turn, supports a nationally-coordinated research effort designed to provide better inter-institutional communication of scholarly productivity, thus is in itself an information institution, in which domain-dependence is part of its cultural imperative. The NARCIS Classification incorporates an example of top-down politics in which funded disciplines are included and best represented. A perhaps unintended consequence is the encapsulation of forced views. Trajectories for further discussion with regard to continued development of the NARCIS Classification include identity, interoperability, interdisciplinarity, and synthesis.",narci nation academ research collabor system nation research portal netherland data research archiv govern narci current instanti date 2015 current made class broadli interdisciplinari area narci design specif care content narci data portal mostli repres anomal situat visibl ontolog human occupi divis place life treatment interdisciplinar separ class asid interdisciplinari dump narci databas use analyz popul narci life occupi narci databas framework research network system reveal narci databas object laps output entiti attribut ontolog narci occup narci support vital research portal turn support nation coordin research effort design better inter institut commun scholarli product institut domain depend cultur imper narci incorpor exampl polit fund disciplin best repres perhap unintend consequ encapsul forc view trajectori discuss regard continu narci ident interoper interdisciplinar synthesi
311,030-902-854-635-052,Train Case,"<p>Dr. Ingetraut Dahlberg essentially introduced and shaped the term “knowledge organization.” She also was the main engine in the founding of the scientific associations Society for Classification and International Society for Knowledge Organization as well as the journals International Classification and Knowledge Organization. In 2017, Ingetraut Dahlberg died at the age of ninety years. Some life data and scientific contributions are presented here. </p>",ingetraut dahlberg essenti introduc shape main engin found scientif associ societi intern societi journal intern 2017 ingetraut dahlberg age nineti year life data scientif contribut
312,032-050-236-233-836,Train Case,"<p>In this paper, we propose an ontology building method, called human-centric faceted approach for ontology construction (HCFOC). HCFOC uses the human-centric approach, improvised with the idea of selective dissemination of information (SDI), to deal with context. Further, this ontology construction process makes use of facet analysis and an analytico-synthetic classification approach. This novel fusion contributes to the originality of HCFOC and distinguishes it from other existing ontology construction methodologies. Based on HCFOC, an ontology of the tourism domain has been designed using the Protégé-5.5.0 ontology editor. The HCFOC methodology has provided the necessary flexibility, extensibility, robustness and has facilitated the capturing of background knowledge. It models the tourism ontology in such a way that it is able to deal with the context of a tourist’s information need with precision. This is evident from the result that more than 90% of the user’s queries were successfully met. The use of domain knowledge and techniques from both library and information science and computer science has helped in the realization of the desired purpose of this ontology construction process. It is envisaged that HCFOC will have implications for ontology developers. The demonstrated tourism ontology can support any tourism information retrieval system. </p>",propos ontolog build method call human centric facet ontolog construct hcfoc hcfoc use human centric improvis idea select dissemin deal context ontolog construct process make use facet analysi analytico synthet novel fusion contribut origin hcfoc distinguish exist ontolog construct methodolog hcfoc ontolog tourism domain design use prot ontolog editor hcfoc methodolog necessari flexibl extens robust facilit captur background model tourism ontolog abl deal context tourist precis evid result queri success use domain techniqu comput help realiz desir purpos ontolog construct process envisag hcfoc implic ontolog demonstr tourism ontolog support tourism retriev system
313,033-950-497-342-66X,Train Case,"<p>This study aims to identify the profiles of researchers in the knowledge organization domain on Google Scholar Citations (GSC) and investigate its sociological and ontological dimensions. The sociological dimension is related to GSC users who declared research interests that fall within the scope of the knowledge organization domain. The ontological dimension is based on the study of these concepts. Domain analysis was used as a methodological framework for this study. A search was conducted on GSC using keywords in order to create a list of scholars who declared the knowledge organization domain as one of their research interests in their Google Scholar Profiles (GSPs). Next, the search for GSPs of authors who had published their papers in the Knowledge Organization journal from 2000 to 2019 was conducted. The results showed that there were 379 publicly available GSPs. Analysis of the affiliated institutions showed that the majority of them were based respectively in the USA, Brazil, and then in India. The ontological dimension of the knowledge organization domain on GSC was examined by studying keywords attached to GSPs. The most frequently used keywords were identified and using network analysis five clusters that represented the main areas of interest were extracted. </p>",aim identifi profil research domain googl scholar citat investig sociolog ontolog dimens sociolog dimens relat declar research interest fall scope domain ontolog dimens concept domain analysi use methodolog framework search conduct use keyword order creat list scholar declar domain research interest googl scholar profil next search publish journal 2000 2019 conduct result show publicli avail analysi affili institut show major respect usa brazil india ontolog dimens domain examin keyword attach frequent use keyword identifi use network analysi five cluster repres main area interest extract
314,034-374-636-579-338,Train Case,"<p> Fiction content analysis and retrieval are interesting specific topics for two major reasons: 1) the extensive use of fictional works; and, 2) the multimodality and interpretational nature of fiction. The primary challenge in the analysis of fictional content is that there is no single meaning to be analysed; the analysis is an ongoing process involving an interaction between the text produced by author, the reader and the society in which the interaction occurs. Furthermore, different audiences have specific needs to be taken into consideration. This article explores the topic of fiction knowledge organization, including both classification and indexing. It provides a broad and analytical overview of the literature as well as describing several experimental approaches and developmental projects for the analysis of fictional content. Traditional fiction indexing has been mainly based on the factual aspects of the work; this has then been expanded to handle different aspects of the fictional work. There have been attempts made to develop vocabularies for fiction indexing. All the major classification schemes use the genre and language/culture of fictional works when subdividing fictional works into subclasses. The evolution of shelf classification of fiction and the appearance of different types of digital tools have revolutionized the classification of fiction, making it possible to integrate both indexing and classification of fictional works.</p>",fiction content analysi retriev interest specif topic major reason extens use fiction multimod interpret natur fiction primari challeng analysi fiction content singl mean analys analysi ongo process involv interact text produc reader societi interact occur furthermor audienc specif taken consider articl explor topic fiction broad analyt overview literatur describ sever experiment development project analysi fiction content tradit fiction mainli factual aspect expand handl aspect fiction attempt made vocabulari fiction major scheme use genr languag cultur fiction subdivid fiction subclass evolut shelf fiction appear type digit tool revolution fiction make possibl integr fiction
315,039-088-632-836-477,Train Case,"<p>Through their work as instructors in a master of library science program, the authors observed a sharp increase in students’ desire to adopt the reader-interest classification approach of genrefication for their school libraries’ fiction collections. In order to better understand this trend, the researchers interviewed seven school librarians regarding their motivations for genrefying their libraries’ fiction collections; the challenges they encountered during or after the genrefication process; and any benefits they perceived as having resulted in the implementation of genrefication. The data suggest that the librarians’ interests in genrefication stem mostly from the lack of time they have to help individual students find materials, and the lack of time students are given out of the instructional day to explore the libraries’ fiction collections. The participants felt that reclassifying the library’s fiction collection by genre gave students more ownership of the fiction collection and allowed them to find materials that genuinely interested them. The significant challenges the librarians faced in the reorganization process speak to challenges regarding the ways in which librarians attempt to provide access to diverse materials for all patrons. </p>",instructor master program observ sharp increas student desir adopt reader interest genref school fiction collect order better understand trend research interview seven school librarian regard motiv genrefi fiction collect challeng encount genref process benefit perceiv result implement genref data suggest librarian interest genref stem mostli lack time help individu student find materi lack time student given instruct day explor fiction collect particip felt reclassifi fiction collect genr gave student ownership fiction collect allow find materi genuin interest signific challeng librarian face reorgan process speak challeng regard librarian attempt access divers materi patron
316,045-388-908-940-286,Test Case,"<p>The lack of standardization in the production, organization and dissemination of information in documentation centers and institutions alike, as a result from the digitization of collections and their availability on the internet has called for integration efforts. The sheer availability of multimedia content has fostered the development of many distinct and, most of the time, independent metadata standards for its description. This study aims at presenting and comparing the existing standards of metadata, vocabularies and ontologies for multimedia annotation and also tries to offer a synthetic overview of its main strengths and weaknesses, aiding efforts for semantic integration and enhancing the findability of available multimedia resources on the web. We also aim at unveiling the characteristics that could, should and are perhaps not being highlighted in the characterization of multimedia resources. </p>",lack standard product dissemin document center institut alik result digit collect avail internet call integr effort sheer avail multimedia content foster mani distinct time independ metadata standard descript aim compar exist standard metadata vocabulari ontolog multimedia annot tri offer synthet overview main strength weak aid effort semant integr enhanc findabl avail multimedia resourc web aim unveil characterist could perhap highlight character multimedia resourc
